SURVEY_INFO,esdate,ward,respid,gender,age,hhsize,educ,religion,EBOLA_AWARENESS,ehowget,esignsymptom,eincubation,spreadair,spreadfluids,spreadearly,saltcure,HEALTH,hhmemsick,hhmemsickcare,hhmemsicknocareebola,hhmemsickcarewhere,EBOLA_VIGILANCE,corganizedae,csafeburial,bucket,handsanitizer,ECONOMIC_FOOD_IMPACTS,income7d,income7dunit,income7dnormal,income7dnormalunit,occupation
,12/6/14 9:54,Z100-New KruTown,2004184,2-Female,23,21,5-Some high school,1-Christian,,4-Man woman business,97-Does not know,21,Y,Y,Y,N,,N,,,,,1-Agree,0-Disagree,1-Yes,1-Yes,,5000,1-LD,5000,1-LD,0-None
,12/6/14 13:12,Z100-New KruTown,2004148,2-Female,18,3,3-Some junior high,2-Muslim,,97-Dont know,1-Vomiting;3-Diarrhea,2,N,Y,Y,N,,N,,,,,97-Do not know,1-Agree,1-Yes,0-No,,400,1-LD,500,1-LD,0-None
,12/6/14 14:42,Z100-New KruTown,2004201,1-Male,38,4,7-Some university,1-Christian,,3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;10-Red eyes,5,N,Y,Y,N,,N,,,,,0-Disagree,1-Agree,1-Yes,1-Yes,,1000,1-LD,1400,1-LD,1-Professional
,12/6/14 14:45,Z100-New KruTown,2004149,2-Female,27,10,7-Some university,2-Muslim,,5-Touching dead bodies,6-Sore throat;9-Rash;10-Red eyes,5,N,Y,Y,Y,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,200,2-USD,50000,1-LD,1-Professional
,12/6/14 14:44,Z100-New KruTown,2004487,1-Male,76,2,3-Some junior high,2-Muslim,,6-Contact with infected surfac,1-Vomiting;12-Bleeding,4,Y,Y,N,N,,Y,Y,,2-Hospital,,1-Agree,1-Agree,1-Yes,0-No,,700,1-LD,700,1-LD,0-None
,12/6/14 13:45,Z100-New KruTown,2004125,1-Male,38,18,7-Some university,1-Christian,,3-Bodily fluids of infected pe;5-Touching dead bodies;7-Mother breastfeeding her chi;88-Other,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;9-Rash;88-Other,21,N,Y,Y,N,,Y,N,,,,1-Agree,1-Agree,1-Yes,0-No,,0,88-N/A,3500,1-LD,1-Professional
,12/6/14 10:17,Z100-New KruTown,2004121,1-Male,56,3,88-Other,2-Muslim,,97-Dont know,97-Does not know,97,N,N,N,N,,N,,,,,1-Agree,1-Agree,0-No,1-Yes,,0,88-N/A,0,88-N/A,4-Skilled manual
,12/6/14 15:07,Z100-New KruTown,2004175,2-Female,23,11,3-Some junior high,1-Christian,,1-Preparing or eating bush mea;5-Touching dead bodies,1-Vomiting;2-Fever;3-Diarrhea;8-Stomach pain;10-Red eyes,21,Y,N,Y,N,,N,,,,,1-Agree,1-Agree,1-Yes,0-No,,500,1-LD,1500,1-LD,0-None
,12/6/14 14:39,Z100-New KruTown,2004101,2-Female,50,12,6-Completed high school,1-Christian,,5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;7-Weakness;10-Red eyes,14,N,Y,Y,N,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,1500,1-LD,3000,1-LD,3-Sales and services
,12/5/14 16:21,Z100-New KruTown,2005133,2-Female,25,7,5-Some high school,1-Christian,,3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;8-Stomach pain;10-Red eyes,21,N,N,Y,N,,N,,,,,1-Agree,1-Agree,0-No,0-No,,600,1-LD,1000,1-LD,4-Skilled manual
,12/5/14 13:33,Z100-New KruTown,2005111,2-Female,75,5,0-None,1-Christian,,3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;3-Diarrhea;10-Red eyes,0,N,Y,Y,Y,,N,,,,,1-Agree,1-Agree,1-Yes,0-No,,1050,1-LD,2100,1-LD,6-Domestic services
,12/5/14 13:38,Z100-New KruTown,2005151,1-Male,23,2,6-Completed high school,1-Christian,,5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;7-Weakness;9-Rash;10-Red eyes,21,N,Y,N,N,,N,,,,,1-Agree,1-Agree,1-Yes,0-No,,200,1-LD,600,1-LD,0-None
,12/5/14 16:01,Z100-New KruTown,2005153,1-Male,27,7,3-Some junior high,2-Muslim,,1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;6-Sore throat;7-Weakness;8-Stomach pain;9-Rash;11-Hiccups,5,N,Y,Y,N,,N,,,,,1-Agree,1-Agree,0-No,1-Yes,,3000,1-LD,21000,1-LD,5-Unskilled manual
,12/5/14 14:56,Z100-New KruTown,2005132,1-Male,24,1,5-Some high school,1-Christian,,3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac,10-Red eyes;12-Bleeding,5,Y,Y,Y,N,,N,,,,,1-Agree,0-Disagree,1-Yes,1-Yes,,500,1-LD,800,1-LD,5-Unskilled manual
,12/6/14 16:23,Z100-New KruTown,2005154,1-Male,40,13,7-Some university,1-Christian,,1-Preparing or eating bush mea;2-Eating fruit bitten by bats;4-Man woman business;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;5-Joint and muscle pain;7-Weakness;8-Stomach pain;9-Rash;10-Red eyes,7,N,Y,Y,N,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,0,88-N/A,0,88-N/A,1-Professional
,12/5/14 14:37,Z100-New KruTown,2005162,2-Female,28,8,5-Some high school,1-Christian,,3-Bodily fluids of infected pe;5-Touching dead bodies,1-Vomiting;2-Fever;3-Diarrhea;7-Weakness;10-Red eyes,21,N,Y,Y,N,,N,,,,,1-Agree,1-Agree,1-Yes,0-No,,8000,1-LD,11000,1-LD,3-Sales and services
,12/6/14 14:58,Z100-New KruTown,2005114,1-Male,46,7,7-Some university,1-Christian,,3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;3-Diarrhea;6-Sore throat;7-Weakness,2,N,Y,N,N,,Y,N,,,,0-Disagree,1-Agree,1-Yes,0-No,,450,1-LD,1500,1-LD,88-Other
,1/8/15 15:14,Z100-New KruTown,2005144,1-Male,27,7,3-Some junior high,1-Christian,,3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;6-Sore throat;18-Cough,5,N,Y,N,N,,Y,Y,,4-At home doctor or nurse,,1-Agree,1-Agree,0-No,0-No,,0,2-USD,70,2-USD,5-Unskilled manual
,12/5/14 14:47,Z100-New KruTown,2005112,2-Female,40,8,0-None,1-Christian,,3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac,12-Bleeding,0,N,Y,Y,N,,Y,N,,,,0-Disagree,1-Agree,1-Yes,0-No,,500,1-LD,1500,1-LD,5-Unskilled manual
,12/5/14 16:14,Z100-New KruTown,2005193,2-Female,42,10,5-Some high school,1-Christian,,1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;6-Sore throat;10-Red eyes,7,N,Y,N,N,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,200,1-LD,3000,1-LD,6-Domestic services
,12/5/14 13:42,Z100-New KruTown,2005131,1-Male,27,3,4-Completed junior high,2-Muslim,,3-Bodily fluids of infected pe;5-Touching dead bodies,1-Vomiting;2-Fever;5-Joint and muscle pain;6-Sore throat;7-Weakness;10-Red eyes,21,N,Y,N,Y,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,1000,1-LD,2000,1-LD,4-Skilled manual
,12/5/14 15:52,Z100-New KruTown,2005113,2-Female,27,15,88-Other,1-Christian,,97-Dont know,97-Does not know,21,N,N,Y,N,,N,,,,,0-Disagree,1-Agree,0-No,0-No,,500,1-LD,1500,1-LD,5-Unskilled manual
,12/5/14 14:52,Z100-New KruTown,2005152,2-Female,27,6,3-Some junior high,1-Christian,,1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;5-Joint and muscle pain,0,N,Y,Y,N,,Y,Y,,2-Hospital,,97-Do not know,1-Agree,1-Yes,0-No,,50,1-LD,20,2-USD,6-Domestic services
,12/5/14 15:35,Z100-New KruTown,2005163,2-Female,55,15,0-None,1-Christian,,3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;3-Diarrhea;6-Sore throat;10-Red eyes,14,N,Y,Y,N,,Y,Y,,1-Clinic,,1-Agree,97-Do not know,1-Yes,0-No,,1500,1-LD,2500,1-LD,3-Sales and services
,12/5/14 14:09,Z100-New KruTown,2005191,1-Male,24,4,6-Completed high school,1-Christian,,1-Preparing or eating bush mea;4-Man woman business;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;7-Weakness,21,N,Y,Y,N,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,4000,1-LD,6000,1-LD,3-Sales and services
,1/8/15 15:19,Z100-New KruTown,2005134,1-Male,24,3,2-Completed ABC,1-Christian,,3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;3-Diarrhea;7-Weakness;10-Red eyes;11-Hiccups,2,N,Y,Y,N,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,100,1-LD,250,1-LD,0-None
,12/5/14 16:33,Z100-New KruTown,2005164,2-Female,40,5,3-Some junior high,1-Christian,,3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;8-Stomach pain;10-Red eyes,7,N,Y,Y,N,,N,,,,,1-Agree,97-Do not know,1-Yes,0-No,,1300,1-LD,2000,1-LD,3-Sales and services
,12/5/14 17:19,Z100-New KruTown,2005194,2-Female,29,6,5-Some high school,1-Christian,,1-Preparing or eating bush mea;2-Eating fruit bitten by bats;4-Man woman business;5-Touching dead bodies,97-Does not know,21,N,Y,Y,N,,N,,,,,0-Disagree,1-Agree,0-No,0-No,,3500,1-LD,300,1-LD,3-Sales and services
,12/5/14 13:28,Z100-New KruTown,2005161,1-Male,34,1,7-Some university,1-Christian,,1-Preparing or eating bush mea;3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;3-Diarrhea;6-Sore throat;7-Weakness;10-Red eyes,14,N,Y,Y,N,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,80,2-USD,100,2-USD,0-None
,12/9/14 10:59,Z100-New KruTown,2006153,1-Male,47,14,6-Completed high school,1-Christian,,1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;4-Man woman business;6-Contact with infected surfac,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;5-Joint and muscle pain;6-Sore throat;7-Weakness;8-Stomach pain;9-Rash;10-Red eyes;11-Hiccups,21,N,Y,Y,N,,Y,Y,,1-Clinic,,1-Agree,1-Agree,0-No,0-No,,75,1-LD,600,1-LD,1-Professional
,12/9/14 9:32,Z100-New KruTown,2006161,1-Male,45,7,7-Some university,2-Muslim,,3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;7-Weakness;9-Rash,7,N,Y,Y,N,,N,,,,,1-Agree,97-Do not know,1-Yes,0-No,,800,1-LD,1800,1-LD,0-None
,12/9/14 10:38,Z100-New KruTown,2006193,1-Male,42,6,0-None,1-Christian,,1-Preparing or eating bush mea;3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;3-Diarrhea;5-Joint and muscle pain;10-Red eyes,3,N,Y,Y,N,,N,,,,,97-Do not know,0-Disagree,1-Yes,0-No,,0,88-N/A,5000,2-USD,4-Skilled manual
,12/9/14 9:38,Z100-New KruTown,2006152,2-Female,50,10,6-Completed high school,1-Christian,,1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;5-Touching dead bodies;7-Mother breastfeeding her chi,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;5-Joint and muscle pain;7-Weakness;8-Stomach pain;9-Rash;10-Red eyes;11-Hiccups;13-Fatigue,21,N,Y,Y,N,,Y,N,,,,1-Agree,1-Agree,1-Yes,0-No,,600,1-LD,500,1-LD,3-Sales and services
,12/9/14 11:59,Z100-New KruTown,2006154,1-Male,50,13,3-Some junior high,1-Christian,,1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;5-Joint and muscle pain;6-Sore throat;7-Weakness,21,N,Y,Y,N,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,3000,1-LD,100,1-LD,4-Skilled manual
,12/8/14 16:56,Z100-New KruTown,2006192,2-Female,39,9,7-Some university,1-Christian,,2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies;6-Contact with infected surfac;88-Other,2-Fever;3-Diarrhea;4-Headache;6-Sore throat;11-Hiccups,3,N,Y,Y,N,,N,,,,,0-Disagree,0-Disagree,1-Yes,0-No,,,,,,
,12/8/14 16:13,Z100-New KruTown,2006191,2-Female,30,10,88-Other,1-Christian,,97-Dont know,1-Vomiting;3-Diarrhea;4-Headache;6-Sore throat;7-Weakness;8-Stomach pain;10-Red eyes,3,N,Y,Y,N,,N,,,,,0-Disagree,1-Agree,0-No,0-No,,0,88-N/A,1000,1-LD,3-Sales and services
,12/9/14 13:27,Z100-New KruTown,2006196,2-Female,28,8,6-Completed high school,1-Christian,,2-Eating fruit bitten by bats;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;6-Sore throat;7-Weakness;8-Stomach pain,21,N,Y,N,N,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,0,88-N/A,2500,1-LD,3-Sales and services
,12/9/14 11:29,Z100-New KruTown,2006194,2-Female,20,10,5-Some high school,1-Christian,,4-Man woman business;5-Touching dead bodies,1-Vomiting;6-Sore throat,21,N,Y,Y,N,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,0,88-N/A,150,1-LD,0-None
,12/9/14 10:53,Z100-New KruTown,2006114,2-Female,21,8,6-Completed high school,1-Christian,,97-Dont know,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;6-Sore throat,7,N,Y,Y,N,,Y,N,,,,1-Agree,97-Do not know,1-Yes,0-No,,10,2-USD,30,2-USD,88-Other
,12/9/14 10:24,Z100-New KruTown,2006162,2-Female,31,7,3-Some junior high,1-Christian,,3-Bodily fluids of infected pe,1-Vomiting;10-Red eyes;12-Bleeding,21,N,Y,Y,N,,N,,,,,1-Agree,97-Do not know,1-Yes,0-No,,400,1-LD,1500,1-LD,3-Sales and services
,12/9/14 11:19,Z100-New KruTown,2006163,2-Female,60,10,0-None,1-Christian,,3-Bodily fluids of infected pe;6-Contact with infected surfac,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;10-Red eyes,7,N,Y,Y,N,,N,,,,,1-Agree,97-Do not know,1-Yes,0-No,,1000,1-LD,2300,1-LD,3-Sales and services
,12/9/14 9:23,Z100-New KruTown,2006112,1-Male,32,8,7-Some university,1-Christian,,3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies,1-Vomiting;2-Fever;3-Diarrhea;7-Weakness;10-Red eyes,6,N,Y,N,N,,Y,Y,,1-Clinic,,97-Do not know,1-Agree,0-No,0-No,,400,1-LD,3000,1-LD,3-Sales and services
,12/9/14 12:35,Z100-New KruTown,2006195,1-Male,36,10,8-Completed university,1-Christian,,2-Eating fruit bitten by bats;4-Man woman business;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;6-Sore throat;9-Rash,3,N,Y,N,N,,N,,,,,1-Agree,1-Agree,1-Yes,0-No,,300,1-LD,400,2-USD,1-Professional
,12/8/14 16:25,Z100-New KruTown,2006151,1-Male,54,15,6-Completed high school,1-Christian,,1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;4-Man woman business;6-Contact with infected surfac,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;5-Joint and muscle pain;6-Sore throat;8-Stomach pain;9-Rash;10-Red eyes,20,N,Y,Y,N,,Y,N,,,,1-Agree,1-Agree,0-No,0-No,,2000,1-LD,15,2-USD,88-Other
,12/9/14 11:38,Z100-New KruTown,2006132,2-Female,30,15,6-Completed high school,1-Christian,,3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;4-Headache;6-Sore throat,6,N,Y,N,N,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,1500,1-LD,2000,1-LD,88-Other
,12/9/14 11:42,Z100-New KruTown,2006212,2-Female,36,22,5-Some high school,1-Christian,,1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac;88-Other,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;9-Rash;10-Red eyes,21,N,Y,Y,N,,N,,,,,1-Agree,1-Agree,1-Yes,0-No,,500,1-LD,2000,1-LD,3-Sales and services
,12/9/14 12:20,Z100-New KruTown,2006116,2-Female,65,8,0-None,1-Christian,,97-Dont know,97-Does not know,3,Y,Y,,,,Y,N,,,,97-Do not know,1-Agree,1-Yes,0-No,,0,1-LD,1000,1-LD,0-None
,12/9/14 11:37,Z100-New KruTown,2006115,2-Female,54,14,5-Some high school,1-Christian,,3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;8-Stomach pain;12-Bleeding,7,N,Y,N,N,,Y,N,,,,1-Agree,1-Agree,0-No,0-No,,350,1-LD,3500,1-LD,88-Other
,12/8/14 16:33,Z100-New KruTown,2006131,2-Female,32,10,0-None,2-Muslim,,97-Dont know,97-Does not know,4,N,Y,N,N,,N,,,,,97-Do not know,1-Agree,1-Yes,0-No,,,,,,
,12/8/14 16:16,Z100-New KruTown,2006111,2-Female,41,20,0-None,2-Muslim,,3-Bodily fluids of infected pe;5-Touching dead bodies,1-Vomiting;2-Fever;3-Diarrhea;10-Red eyes;12-Bleeding,2,Y,Y,Y,Y,,Y,N,,,,97-Do not know,97-Do not know,0-No,1-Yes,,2000,1-LD,10000,1-LD,88-Other
,12/9/14 9:56,Z100-New KruTown,2006211,1-Male,41,7,5-Some high school,1-Christian,,1-Preparing or eating bush mea;2-Eating fruit bitten by bats;5-Touching dead bodies;6-Contact with infected surfac;88-Other,2-Fever;3-Diarrhea;4-Headache;10-Red eyes;11-Hiccups,21,N,Y,N,N,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,10,2-USD,25,2-USD,0-None
,12/9/14 12:58,Z100-New KruTown,2006117,2-Female,57,13,2-Completed ABC,1-Christian,,97-Dont know,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;8-Stomach pain,3,Y,Y,N,N,,Y,N,,,,1-Agree,97-Do not know,0-No,0-No,,700,1-LD,1500,1-LD,0-None
,12/9/14 13:03,Z100-New KruTown,2006133,1-Male,80,3,0-None,1-Christian,,97-Dont know,1-Vomiting;2-Fever;10-Red eyes,2,Y,Y,Y,N,,N,,,,,1-Agree,1-Agree,0-No,0-No,,0,88-N/A,0,88-N/A,0-None
,12/9/14 10:14,Z100-New KruTown,2006113,2-Female,26,5,2-Completed ABC,1-Christian,,3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies;6-Contact with infected surfac,97-Does not know,0,N,Y,Y,Y,,Y,N,,,,97-Do not know,97-Do not know,1-Yes,0-No,,400,1-LD,3000,1-LD,88-Other
,12/5/14 10:13,Z1000-Congo Town,2007184,2-Female,40,7,6-Completed high school,1-Christian,,3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;3-Diarrhea;4-Headache,2,N,Y,N,N,,Y,N,,,,1-Agree,1-Agree,1-Yes,1-Yes,,0,1-LD,,88-N/A,88-Other
,12/4/14 17:49,Z1000-Congo Town,2007192,2-Female,41,7,7-Some university,1-Christian,,1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies;6-Contact with infected surfac;7-Mother breastfeeding her chi,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;5-Joint and muscle pain;6-Sore throat;7-Weakness;8-Stomach pain;9-Rash;10-Red eyes;11-Hiccups;12-Bleeding;15-Chills;16-Weight loss;17-Chest pain;18-Cough,21,N,Y,Y,N,,N,,,,,1-Agree,1-Agree,1-Yes,0-No,,,1-LD,500,1-LD,3-Sales and services
,12/4/14 17:00,Z1000-Congo Town,2007412,2-Female,48,8,2-Completed ABC,1-Christian,,3-Bodily fluids of infected pe;5-Touching dead bodies,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;7-Weakness,3,N,N,Y,N,,Y,N,,,,1-Agree,1-Agree,1-Yes,0-No,,550,1-LD,1000,1-LD,5-Unskilled manual
,12/5/14 8:26,Z1000-Congo Town,2007163,2-Female,37,6,6-Completed high school,1-Christian,,2-Eating fruit bitten by bats;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;3-Diarrhea;6-Sore throat;9-Rash;10-Red eyes;12-Bleeding,21,N,Y,Y,N,,N,,,,,1-Agree,97-Do not know,1-Yes,1-Yes,,2000,1-LD,4000,1-LD,3-Sales and services
,12/4/14 15:49,Z1000-Congo Town,2007151,1-Male,54,13,7-Some university,1-Christian,,1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies;6-Contact with infected surfac;7-Mother breastfeeding her chi,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;5-Joint and muscle pain;6-Sore throat;7-Weakness;8-Stomach pain;10-Red eyes;11-Hiccups;12-Bleeding;13-Fatigue;16-Weight loss,21,N,Y,Y,N,,N,,,,,1-Agree,1-Agree,1-Yes,0-No,,100,1-LD,2000,1-LD,3-Sales and services
,12/5/14 8:31,Z1000-Congo Town,2007193,2-Female,30,6,6-Completed high school,1-Christian,,2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;5-Joint and muscle pain;7-Weakness;10-Red eyes,2,Y,Y,Y,Y,,N,,,,,1-Agree,0-Disagree,1-Yes,0-No,,500,1-LD,600,1-LD,3-Sales and services
,12/4/14 9:25,Z1000-Congo Town,2007132,1-Male,40,6,7-Some university,2-Muslim,,3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;3-Diarrhea;5-Joint and muscle pain;7-Weakness;9-Rash;10-Red eyes,21,N,Y,N,N,,N,,,,,0-Disagree,1-Agree,1-Yes,1-Yes,,1500,1-LD,2500,1-LD,4-Skilled manual
,12/4/14 17:20,Z1000-Congo Town,2007452,1-Male,32,9,3-Some junior high,1-Christian,,1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;5-Joint and muscle pain;7-Weakness;10-Red eyes,22,N,Y,Y,N,,N,,,,,1-Agree,1-Agree,1-Yes,0-No,,100,1-LD,20000,1-LD,3-Sales and services
,12/4/14 15:48,Z1000-Congo Town,2007211,1-Male,22,7,7-Some university,1-Christian,,1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;5-Joint and muscle pain;9-Rash;10-Red eyes;12-Bleeding,21,N,Y,N,N,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,10,2-USD,20,2-USD,88-Other
,12/4/14 9:25,Z1000-Congo Town,2007101,2-Female,45,6,6-Completed high school,2-Muslim,,2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;4-Man woman business,1-Vomiting;2-Fever;3-Diarrhea,5,N,Y,Y,Y,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,5000,1-LD,7000,1-LD,3-Sales and services
,12/5/14 10:12,Z1000-Congo Town,2007194,2-Female,27,4,6-Completed high school,1-Christian,,1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;5-Joint and muscle pain;6-Sore throat,2,Y,Y,N,N,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,500,1-LD,2000,1-LD,4-Skilled manual
,12/5/14 8:25,Z1000-Congo Town,2007113,1-Male,54,2,6-Completed high school,1-Christian,,97-Dont know,97-Does not know,0,Y,N,Y,Y,,N,,,,,0-Disagree,1-Agree,0-No,0-No,,0,1-LD,4000,1-LD,88-Other
,12/4/14 15:39,Z1000-Congo Town,2007161,2-Female,46,6,6-Completed high school,1-Christian,,1-Preparing or eating bush mea;3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;7-Weakness;8-Stomach pain;9-Rash;10-Red eyes;12-Bleeding;18-Cough,21,N,Y,N,N,,N,,,,,1-Agree,97-Do not know,1-Yes,1-Yes,,2500,1-LD,2800,1-LD,3-Sales and services
,12/5/14 9:24,Z1000-Congo Town,2007114,1-Male,52,12,6-Completed high school,1-Christian,,3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;3-Diarrhea;4-Headache,0,N,Y,N,N,,Y,N,,,,1-Agree,1-Agree,1-Yes,0-No,,4200,1-LD,6500,1-LD,1-Professional
,12/4/14 9:25,Z1000-Congo Town,2007142,1-Male,36,9,7-Some university,1-Christian,,1-Preparing or eating bush mea;3-Bodily fluids of infected pe;5-Touching dead bodies,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;5-Joint and muscle pain;6-Sore throat;7-Weakness;8-Stomach pain;9-Rash;10-Red eyes;12-Bleeding,21,N,Y,N,N,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,1000,1-LD,125,2-USD,2-Clerical
,12/4/14 15:45,Z1000-Congo Town,2007131,2-Female,32,4,6-Completed high school,1-Christian,,5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;3-Diarrhea;5-Joint and muscle pain;8-Stomach pain,21,N,Y,Y,N,,N,,,,,,,,,,3600,1-LD,1500,1-LD,4-Skilled manual
,12/4/14 9:25,Z1000-Congo Town,2007172,2-Female,34,6,5-Some high school,1-Christian,,1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;5-Touching dead bodies,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;7-Weakness,21,N,Y,N,N,,N,,,,,1-Agree,1-Agree,1-Yes,0-No,,500,1-LD,5000,1-LD,4-Skilled manual
